filepath,transcript,label
data/TESS/OAF_Pleasant_surprise\OAF_dip_ps.wav,OAF_dip_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_ditch_ps.wav,OAF_ditch_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_dodge_ps.wav,OAF_dodge_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_dog_ps.wav,OAF_dog_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_doll_ps.wav,OAF_doll_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_door_ps.wav,OAF_door_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_fail_ps.wav,OAF_fail_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_fall_ps.wav,OAF_fall_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_far_ps.wav,OAF_far_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_fat_ps.wav,OAF_fat_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_fit_ps.wav,OAF_fit_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_five_ps.wav,OAF_five_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_food_ps.wav,OAF_food_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_gap_ps.wav,OAF_gap_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_gas_ps.wav,OAF_gas_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_gaze_ps.wav,OAF_gaze_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_germ_ps.wav,OAF_germ_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_get_ps.wav,OAF_get_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_gin_ps.wav,OAF_gin_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_goal_ps.wav,OAF_goal_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_good_ps.wav,OAF_good_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_goose_ps.wav,OAF_goose_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_gun_ps.wav,OAF_gun_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_half_ps.wav,OAF_half_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_hall_ps.wav,OAF_hall_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_hash_ps.wav,OAF_hash_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_hate_ps.wav,OAF_hate_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_have_ps.wav,OAF_have_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_haze_ps.wav,OAF_haze_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_hire_ps.wav,OAF_hire_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_hit_ps.wav,OAF_hit_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_hole_ps.wav,OAF_hole_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_home_ps.wav,OAF_home_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_hurl_ps.wav,OAF_hurl_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_hush_ps.wav,OAF_hush_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_jail_ps.wav,OAF_jail_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_jar_ps.wav,OAF_jar_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_join_ps.wav,OAF_join_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_judge_ps.wav,OAF_judge_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_jug_ps.wav,OAF_jug_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_juice_ps.wav,OAF_juice_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_keen_ps.wav,OAF_keen_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_keep_ps.wav,OAF_keep_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_keg_ps.wav,OAF_keg_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_kick_ps.wav,OAF_kick_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_kill_ps.wav,OAF_kill_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_king_ps.wav,OAF_king_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_kite_ps.wav,OAF_kite_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_knock_ps.wav,OAF_knock_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_late_ps.wav,OAF_late_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_laud_ps.wav,OAF_laud_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_lean_ps.wav,OAF_lean_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_learn_ps.wav,OAF_learn_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_lease_ps.wav,OAF_lease_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_lid_ps.wav,OAF_lid_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_life_ps.wav,OAF_life_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_limb_ps.wav,OAF_limb_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_live_ps.wav,OAF_live_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_loaf_ps.wav,OAF_loaf_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_long_ps.wav,OAF_long_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_lore_ps.wav,OAF_lore_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_lose_ps.wav,OAF_lose_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_lot_ps.wav,OAF_lot_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_love_ps.wav,OAF_love_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_luck_ps.wav,OAF_luck_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_make_ps.wav,OAF_make_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_match_ps.wav,OAF_match_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_merge_ps.wav,OAF_merge_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_mess_ps.wav,OAF_mess_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_met_ps.wav,OAF_met_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_mill_ps.wav,OAF_mill_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_mob_ps.wav,OAF_mob_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_mode_ps.wav,OAF_mode_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_mood_ps.wav,OAF_mood_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_moon_ps.wav,OAF_moon_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_mop_ps.wav,OAF_mop_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_mouse_ps.wav,OAF_mouse_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_nag_ps.wav,OAF_nag_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_name_ps.wav,OAF_name_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_near_ps.wav,OAF_near_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_neat_ps.wav,OAF_neat_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_nice_ps.wav,OAF_nice_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_note_ps.wav,OAF_note_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_numb_ps.wav,OAF_numb_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_pad_ps.wav,OAF_pad_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_page_ps.wav,OAF_page_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_pain_ps.wav,OAF_pain_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_pass_ps.wav,OAF_pass_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_pearl_ps.wav,OAF_pearl_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_peg_ps.wav,OAF_peg_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_perch_ps.wav,OAF_perch_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_phone_ps.wav,OAF_phone_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_pick_ps.wav,OAF_pick_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_pike_ps.wav,OAF_pike_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_pole_ps.wav,OAF_pole_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_pool_ps.wav,OAF_pool_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_puff_ps.wav,OAF_puff_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_rag_ps.wav,OAF_rag_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_raid_ps.wav,OAF_raid_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_rain_ps.wav,OAF_rain_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_raise_ps.wav,OAF_raise_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_rat_ps.wav,OAF_rat_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_reach_ps.wav,OAF_reach_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_read_ps.wav,OAF_read_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_red_ps.wav,OAF_red_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_ring_ps.wav,OAF_ring_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_ripe_ps.wav,OAF_ripe_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_road_ps.wav,OAF_road_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_room_ps.wav,OAF_room_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_rose_ps.wav,OAF_rose_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_rot_ps.wav,OAF_rot_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_rough_ps.wav,OAF_rough_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_rush_ps.wav,OAF_rush_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_said_ps.wav,OAF_said_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_sail_ps.wav,OAF_sail_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_search_ps.wav,OAF_search_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_seize_ps.wav,OAF_seize_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_sell_ps.wav,OAF_sell_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_shack_ps.wav,OAF_shack_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_shall_ps.wav,OAF_shall_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_shawl_ps.wav,OAF_shawl_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_sheep_ps.wav,OAF_sheep_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_shirt_ps.wav,OAF_shirt_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_should_ps.wav,OAF_should_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_shout_ps.wav,OAF_shout_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_size_ps.wav,OAF_size_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_soap_ps.wav,OAF_soap_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_soup_ps.wav,OAF_soup_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_sour_ps.wav,OAF_sour_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_south_ps.wav,OAF_south_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_sub_ps.wav,OAF_sub_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_such_ps.wav,OAF_such_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_sure_ps.wav,OAF_sure_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_take_ps.wav,OAF_take_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_talk_ps.wav,OAF_talk_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_tape_ps.wav,OAF_tape_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_team_ps.wav,OAF_team_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_tell_ps.wav,OAF_tell_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_thin_ps.wav,OAF_thin_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_third_ps.wav,OAF_third_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_thought_ps.wav,OAF_thought_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_thumb_ps.wav,OAF_thumb_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_time_ps.wav,OAF_time_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_tip_ps.wav,OAF_tip_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_tire_ps.wav,OAF_tire_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_ton_ps.wav,OAF_ton_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_tool_ps.wav,OAF_tool_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_tough_ps.wav,OAF_tough_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_turn_ps.wav,OAF_turn_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_vine_ps.wav,OAF_vine_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_voice_ps.wav,OAF_voice_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_void_ps.wav,OAF_void_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_vote_ps.wav,OAF_vote_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_wag_ps.wav,OAF_wag_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_walk_ps.wav,OAF_walk_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_wash_ps.wav,OAF_wash_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_week_ps.wav,OAF_week_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_wheat_ps.wav,OAF_wheat_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_when_ps.wav,OAF_when_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_which_ps.wav,OAF_which_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_whip_ps.wav,OAF_whip_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_white_ps.wav,OAF_white_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_wife_ps.wav,OAF_wife_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_wire_ps.wav,OAF_wire_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_witch_ps.wav,OAF_witch_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_yearn_ps.wav,OAF_yearn_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_yes_ps.wav,OAF_yes_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_young_ps.wav,OAF_young_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_youth_ps.wav,OAF_youth_ps,surprise
data/TESS/OAF_Sad\OAF_back_sad.wav,OAF_back_sad,sad
data/TESS/OAF_Sad\OAF_bar_sad.wav,OAF_bar_sad,sad
data/TESS/OAF_Sad\OAF_base_sad.wav,OAF_base_sad,sad
data/TESS/OAF_Sad\OAF_bath_sad.wav,OAF_bath_sad,sad
data/TESS/OAF_Sad\OAF_bean_sad.wav,OAF_bean_sad,sad
data/TESS/OAF_Sad\OAF_beg_sad.wav,OAF_beg_sad,sad
data/TESS/OAF_Sad\OAF_bite_sad.wav,OAF_bite_sad,sad
data/TESS/OAF_Sad\OAF_boat_sad.wav,OAF_boat_sad,sad
data/TESS/OAF_Sad\OAF_bone_sad.wav,OAF_bone_sad,sad
data/TESS/OAF_Sad\OAF_book_sad.wav,OAF_book_sad,sad
data/TESS/OAF_Sad\OAF_bought_sad.wav,OAF_bought_sad,sad
data/TESS/OAF_Sad\OAF_burn_sad.wav,OAF_burn_sad,sad
data/TESS/OAF_Sad\OAF_cab_sad.wav,OAF_cab_sad,sad
data/TESS/OAF_Sad\OAF_calm_sad.wav,OAF_calm_sad,sad
data/TESS/OAF_Sad\OAF_came_sad.wav,OAF_came_sad,sad
data/TESS/OAF_Sad\OAF_cause_sad.wav,OAF_cause_sad,sad
data/TESS/OAF_Sad\OAF_chain_sad.wav,OAF_chain_sad,sad
data/TESS/OAF_Sad\OAF_chair_sad.wav,OAF_chair_sad,sad
data/TESS/OAF_Sad\OAF_chalk_sad.wav,OAF_chalk_sad,sad
data/TESS/OAF_Sad\OAF_chat_sad.wav,OAF_chat_sad,sad
data/TESS/OAF_Sad\OAF_check_sad.wav,OAF_check_sad,sad
data/TESS/OAF_Sad\OAF_cheek_sad.wav,OAF_cheek_sad,sad
data/TESS/OAF_Sad\OAF_chief_sad.wav,OAF_chief_sad,sad
data/TESS/OAF_Sad\OAF_choice_sad.wav,OAF_choice_sad,sad
data/TESS/OAF_Sad\OAF_cool_sad.wav,OAF_cool_sad,sad
data/TESS/OAF_Sad\OAF_dab_sad.wav,OAF_dab_sad,sad
data/TESS/OAF_Sad\OAF_date_sad.wav,OAF_date_sad,sad
data/TESS/OAF_Sad\OAF_dead_sad.wav,OAF_dead_sad,sad
data/TESS/OAF_Sad\OAF_death_sad.wav,OAF_death_sad,sad
data/TESS/OAF_Sad\OAF_deep_sad.wav,OAF_deep_sad,sad
data/TESS/OAF_Sad\OAF_dime_sad.wav,OAF_dime_sad,sad
data/TESS/OAF_Sad\OAF_dip_sad.wav,OAF_dip_sad,sad
data/TESS/OAF_Sad\OAF_ditch_sad.wav,OAF_ditch_sad,sad
data/TESS/OAF_Sad\OAF_dodge_sad.wav,OAF_dodge_sad,sad
data/TESS/OAF_Sad\OAF_dog_sad.wav,OAF_dog_sad,sad
data/TESS/OAF_Sad\OAF_doll_sad.wav,OAF_doll_sad,sad
data/TESS/OAF_Sad\OAF_door_sad.wav,OAF_door_sad,sad
data/TESS/OAF_Sad\OAF_fail_sad.wav,OAF_fail_sad,sad
data/TESS/OAF_Sad\OAF_fall_sad.wav,OAF_fall_sad,sad
data/TESS/OAF_Sad\OAF_far_sad.wav,OAF_far_sad,sad
data/TESS/OAF_Sad\OAF_fat_sad.wav,OAF_fat_sad,sad
data/TESS/OAF_Sad\OAF_fit_sad.wav,OAF_fit_sad,sad
data/TESS/OAF_Sad\OAF_five_sad.wav,OAF_five_sad,sad
data/TESS/OAF_Sad\OAF_food_sad.wav,OAF_food_sad,sad
data/TESS/OAF_Sad\OAF_gap_sad.wav,OAF_gap_sad,sad
data/TESS/OAF_Sad\OAF_gas_sad.wav,OAF_gas_sad,sad
data/TESS/OAF_Sad\OAF_gaze_sad.wav,OAF_gaze_sad,sad
data/TESS/OAF_Sad\OAF_germ_sad.wav,OAF_germ_sad,sad
data/TESS/OAF_Sad\OAF_get_sad.wav,OAF_get_sad,sad
data/TESS/OAF_Sad\OAF_gin_sad.wav,OAF_gin_sad,sad
data/TESS/OAF_Sad\OAF_goal_sad.wav,OAF_goal_sad,sad
data/TESS/OAF_Sad\OAF_good_sad.wav,OAF_good_sad,sad
data/TESS/OAF_Sad\OAF_goose_sad.wav,OAF_goose_sad,sad
data/TESS/OAF_Sad\OAF_gun_sad.wav,OAF_gun_sad,sad
data/TESS/OAF_Sad\OAF_half_sad.wav,OAF_half_sad,sad
data/TESS/OAF_Sad\OAF_hall_sad.wav,OAF_hall_sad,sad
data/TESS/OAF_Sad\OAF_hash_sad.wav,OAF_hash_sad,sad
data/TESS/OAF_Sad\OAF_hate_sad.wav,OAF_hate_sad,sad
data/TESS/OAF_Sad\OAF_have_sad.wav,OAF_have_sad,sad
data/TESS/OAF_Sad\OAF_haze_sad.wav,OAF_haze_sad,sad
data/TESS/OAF_Sad\OAF_hire_sad.wav,OAF_hire_sad,sad
data/TESS/OAF_Sad\OAF_hit_sad.wav,OAF_hit_sad,sad
data/TESS/OAF_Sad\OAF_hole_sad.wav,OAF_hole_sad,sad
data/TESS/OAF_Sad\OAF_home_sad.wav,OAF_home_sad,sad
data/TESS/OAF_Sad\OAF_hurl_sad.wav,OAF_hurl_sad,sad
data/TESS/OAF_Sad\OAF_hush_sad.wav,OAF_hush_sad,sad
data/TESS/OAF_Sad\OAF_jail_sad.wav,OAF_jail_sad,sad
data/TESS/OAF_Sad\OAF_jar_sad.wav,OAF_jar_sad,sad
data/TESS/OAF_Sad\OAF_join_sad.wav,OAF_join_sad,sad
data/TESS/OAF_Sad\OAF_judge_sad.wav,OAF_judge_sad,sad
data/TESS/OAF_Sad\OAF_jug_sad.wav,OAF_jug_sad,sad
data/TESS/OAF_Sad\OAF_juice_sad.wav,OAF_juice_sad,sad
data/TESS/OAF_Sad\OAF_keen_sad.wav,OAF_keen_sad,sad
data/TESS/OAF_Sad\OAF_keep_sad.wav,OAF_keep_sad,sad
data/TESS/OAF_Sad\OAF_keg_sad.wav,OAF_keg_sad,sad
data/TESS/OAF_Sad\OAF_kick_sad.wav,OAF_kick_sad,sad
data/TESS/OAF_Sad\OAF_kill_sad.wav,OAF_kill_sad,sad
data/TESS/OAF_Sad\OAF_king_sad.wav,OAF_king_sad,sad
data/TESS/OAF_Sad\OAF_kite_sad.wav,OAF_kite_sad,sad
data/TESS/OAF_Sad\OAF_knock_sad.wav,OAF_knock_sad,sad
data/TESS/OAF_Sad\OAF_late_sad.wav,OAF_late_sad,sad
data/TESS/OAF_Sad\OAF_laud_sad.wav,OAF_laud_sad,sad
data/TESS/OAF_Sad\OAF_lean_sad.wav,OAF_lean_sad,sad
data/TESS/OAF_Sad\OAF_learn_sad.wav,OAF_learn_sad,sad
data/TESS/OAF_Sad\OAF_lease_sad.wav,OAF_lease_sad,sad
data/TESS/OAF_Sad\OAF_lid_sad.wav,OAF_lid_sad,sad
data/TESS/OAF_Sad\OAF_life_sad.wav,OAF_life_sad,sad
data/TESS/OAF_Sad\OAF_limb_sad.wav,OAF_limb_sad,sad
data/TESS/OAF_Sad\OAF_live_sad.wav,OAF_live_sad,sad
data/TESS/OAF_Sad\OAF_loaf_sad.wav,OAF_loaf_sad,sad
data/TESS/OAF_Sad\OAF_long_sad.wav,OAF_long_sad,sad
data/TESS/OAF_Sad\OAF_lore_sad.wav,OAF_lore_sad,sad
data/TESS/OAF_Sad\OAF_lose_sad.wav,OAF_lose_sad,sad
data/TESS/OAF_Sad\OAF_lot_sad.wav,OAF_lot_sad,sad
data/TESS/OAF_Sad\OAF_love_sad.wav,OAF_love_sad,sad
data/TESS/OAF_Sad\OAF_luck_sad.wav,OAF_luck_sad,sad
data/TESS/OAF_Sad\OAF_make_sad.wav,OAF_make_sad,sad
data/TESS/OAF_Sad\OAF_match_sad.wav,OAF_match_sad,sad
data/TESS/OAF_Sad\OAF_merge_sad.wav,OAF_merge_sad,sad
data/TESS/OAF_Sad\OAF_mess_sad.wav,OAF_mess_sad,sad
data/TESS/OAF_Sad\OAF_met_sad.wav,OAF_met_sad,sad
data/TESS/OAF_Sad\OAF_mill_sad.wav,OAF_mill_sad,sad
data/TESS/OAF_Sad\OAF_mob_sad.wav,OAF_mob_sad,sad
data/TESS/OAF_Sad\OAF_mode_sad.wav,OAF_mode_sad,sad
data/TESS/OAF_Sad\OAF_mood_sad.wav,OAF_mood_sad,sad
data/TESS/OAF_Sad\OAF_moon_sad.wav,OAF_moon_sad,sad
data/TESS/OAF_Sad\OAF_mop_sad.wav,OAF_mop_sad,sad
data/TESS/OAF_Sad\OAF_mouse_sad.wav,OAF_mouse_sad,sad
data/TESS/OAF_Sad\OAF_nag_sad.wav,OAF_nag_sad,sad
data/TESS/OAF_Sad\OAF_name_sad.wav,OAF_name_sad,sad
data/TESS/OAF_Sad\OAF_near_sad.wav,OAF_near_sad,sad
data/TESS/OAF_Sad\OAF_neat_sad.wav,OAF_neat_sad,sad
data/TESS/OAF_Sad\OAF_nice_sad.wav,OAF_nice_sad,sad
data/TESS/OAF_Sad\OAF_note_sad.wav,OAF_note_sad,sad
data/TESS/OAF_Sad\OAF_numb_sad.wav,OAF_numb_sad,sad
data/TESS/OAF_Sad\OAF_pad_sad.wav,OAF_pad_sad,sad
data/TESS/OAF_Sad\OAF_page_sad.wav,OAF_page_sad,sad
data/TESS/OAF_Sad\OAF_pain_sad.wav,OAF_pain_sad,sad
data/TESS/OAF_Sad\OAF_pass_sad.wav,OAF_pass_sad,sad
data/TESS/OAF_Sad\OAF_pearl_sad.wav,OAF_pearl_sad,sad
data/TESS/OAF_Sad\OAF_peg_sad.wav,OAF_peg_sad,sad
data/TESS/OAF_Sad\OAF_perch_sad.wav,OAF_perch_sad,sad
data/TESS/OAF_Sad\OAF_phone_sad.wav,OAF_phone_sad,sad
data/TESS/OAF_Sad\OAF_pick_sad.wav,OAF_pick_sad,sad
data/TESS/OAF_Sad\OAF_pike_sad.wav,OAF_pike_sad,sad
data/TESS/OAF_Sad\OAF_pole_sad.wav,OAF_pole_sad,sad
data/TESS/OAF_Sad\OAF_pool_sad.wav,OAF_pool_sad,sad
data/TESS/OAF_Sad\OAF_puff_sad.wav,OAF_puff_sad,sad
data/TESS/OAF_Sad\OAF_rag_sad.wav,OAF_rag_sad,sad
data/TESS/OAF_Sad\OAF_raid_sad.wav,OAF_raid_sad,sad
data/TESS/OAF_Sad\OAF_rain_sad.wav,OAF_rain_sad,sad
data/TESS/OAF_Sad\OAF_raise_sad.wav,OAF_raise_sad,sad
data/TESS/OAF_Sad\OAF_rat_sad.wav,OAF_rat_sad,sad
data/TESS/OAF_Sad\OAF_reach_sad.wav,OAF_reach_sad,sad
data/TESS/OAF_Sad\OAF_read_sad.wav,OAF_read_sad,sad
data/TESS/OAF_Sad\OAF_red_sad.wav,OAF_red_sad,sad
data/TESS/OAF_Sad\OAF_ring_sad.wav,OAF_ring_sad,sad
data/TESS/OAF_Sad\OAF_ripe_sad.wav,OAF_ripe_sad,sad
data/TESS/OAF_Sad\OAF_road_sad.wav,OAF_road_sad,sad
data/TESS/OAF_Sad\OAF_room_sad.wav,OAF_room_sad,sad
data/TESS/OAF_Sad\OAF_rose_sad.wav,OAF_rose_sad,sad
data/TESS/OAF_Sad\OAF_rot_sad.wav,OAF_rot_sad,sad
data/TESS/OAF_Sad\OAF_rough_sad.wav,OAF_rough_sad,sad
data/TESS/OAF_Sad\OAF_rush_sad.wav,OAF_rush_sad,sad
data/TESS/OAF_Sad\OAF_said_sad.wav,OAF_said_sad,sad
data/TESS/OAF_Sad\OAF_sail_sad.wav,OAF_sail_sad,sad
data/TESS/OAF_Sad\OAF_search_sad.wav,OAF_search_sad,sad
data/TESS/OAF_Sad\OAF_seize_sad.wav,OAF_seize_sad,sad
data/TESS/OAF_Sad\OAF_sell_sad.wav,OAF_sell_sad,sad
data/TESS/OAF_Sad\OAF_shack_sad.wav,OAF_shack_sad,sad
data/TESS/OAF_Sad\OAF_shall_sad.wav,OAF_shall_sad,sad
data/TESS/OAF_Sad\OAF_shawl_sad.wav,OAF_shawl_sad,sad
data/TESS/OAF_Sad\OAF_sheep_sad.wav,OAF_sheep_sad,sad
